"Datum","Registratienummer","Productnaam"
"27-10-2021","RVG  127419","Acecort 3 mg, filmomhulde tabletten"
"26-10-2021","&nbspRVG  126703","Actair 100 en 300 IR, tabletten voor sublinguaal gebruik"
"26-10-2021","&nbspRVG  126694","Actair 100 IR, tabletten voor sublinguaal gebruik"
"26-10-2021","&nbspRVG  126704","Actair 300 IR, tabletten voor sublinguaal gebruik"
"25-10-2021","RVG  128083//121480","Alutard SQ Bijengif 100.000 SQ-E/ml, suspensie voor injectie"
"20-10-2021","RVG  123890","Ambrisentan Genepharm 10 mg, filmomhulde tabletten"
"20-10-2021","RVG  123889","Ambrisentan Genepharm 5 mg, filmomhulde tabletten"
"20-10-2021","RVG  127434","Apixaban HCS 2,5 mg filmomhulde tabletten"
"20-10-2021","RVG  127435","Apixaban HCS 5 mg filmomhulde tabletten"
"26-10-2021","RVG  126804","Cholecalciferol Teva 25.000 IE, zachte capsules"
"25-10-2021","RVG  128553//22687","Cipramil 40 mg/ml druppels voor oraal gebruik, oplossing"
"26-10-2021","RVG  128590//06195","Daktarin strooipoeder 20 mg/g,strooipoeder"
"22-10-2021","RVG  128903//122590","Daptomycine Eureco-Pharma 500 mg poeder voor oplossing voor injectie of infusie"
"19-10-2021","RVG  126290","Dobutamine SUN 5 mg/ml oplossing voor infusie in voorgevulde spuit"
"26-10-2021","RVG  126886","Ezetimibe/Atorvastatine Sandoz 10 mg/10 mg, filmomhulde tabletten"
"26-10-2021","RVG  126887","Ezetimibe/Atorvastatine Sandoz 10 mg/20 mg, filmomhulde tabletten"
"26-10-2021","RVG  126888","Ezetimibe/Atorvastatine Sandoz 10 mg/40 mg, filmomhulde tabletten"
"26-10-2021","RVG  126889","Ezetimibe/Atorvastatine Sandoz 10 mg/80 mg, filmomhulde tabletten"
"20-10-2021","RVG  128708//23477","Flixonase 400 microgram (1 mg/ml), neusdruppels, suspensie"
"26-10-2021","RVG  127899//18194","Flixotide Diskus 250 microgram/dosis, inhalatiepoeder, voorverdeeld"
"21-10-2021","RVG  125710","Fordiab 50 mg/1000 mg filmomhulde tabletten"
"21-10-2021","RVG  125709","Fordiab 50 mg/850 mg filmomhulde tabletten"
"18-10-2021","RVG  128495//30929","Inegy 10/40, tabletten 10 mg/40 mg"
"25-10-2021","RVG  127945","Loperamide HCl Klinge 2 mg, lyophilisaat voor oraal gebruik"
"25-10-2021","RVG  125439","Loperamide HCl Mylan 2 mg, lyophilisaat voor oraal gebruik"
"25-10-2021","RVG  125424","Loperamide HCl Tenshi 2 mg, lyophilisaat voor oraal gebruik"
"18-10-2021","RVG  129000=30293","Metformine HCl 1A Pharma 1000 mg, filmomhulde tabletten"
"18-10-2021","RVG  126900","Metformine HCl Accord 1000 mg filmomhulde tabletten"
"18-10-2021","RVG  126898","Metformine HCl Accord 500 mg filmomhulde tabletten"
"18-10-2021","RVG  126899","Metformine HCl Accord 850 mg filmomhulde tabletten"
"20-10-2021","RVG  126921","Mykronor 5 microgram/ml, oplossing voor injectie/infusie"
"25-10-2021","RVG  128830//08996","Nalador-500, poeder voor oplossing voor infusie 500 mcg"
"27-10-2021","RVG  127417","Ondansetron Kalceks 2 mg/ml oplossing voor injectie/infusie"
"25-10-2021","RVG  128904//100154","Rocuroniumbromide ERC 10 mg/ml, oplossing voor injectie/infusie"
"21-10-2021","RVG  128435","Rosuvastatine/Ezemtimibe S.J.A. Pharm, 10 mg + 10 mg filmomhulde tabletten"
"21-10-2021","RVG  128436","Rosuvastatine/Ezemtimibe S.J.A. Pharm, 20 mg + 10 mg filmomhulde tabletten"
"21-10-2021","RVG  128437","Rosuvastatine/Ezemtimibe S.J.A. Pharm, 40 mg + 10 mg filmomhulde tabletten"
"21-10-2021","RVG  128434","Rosuvastatine/Ezemtimibe S.J.A. Pharm, 5 mg + 10 mg filmomhulde tabletten"
"21-10-2021","RVG  125708","Sitagliptine/Metformine hydrochloride STADA 50 mg/1000 mg filmomhulde tabetten"
"21-10-2021","RVG  125712","Sitagliptine/Metformine hydrochloride STADA 50 mg/1000 mg filmomhulde tabletten"
"21-10-2021","RVG  125707","Sitagliptine/Metformine hydrochloride STADA 50 mg/850 mg filmomhulde tabletten"
"21-10-2021","RVG  125711","Sitagliptine/Metformine hydrochloride STADA 50 mg/850 mg filmomhulde tabletten"
"26-10-2021","RVG  125994//06664","Solu-Medrol, poeder voor oplossing voor infusie 1000 mg"
"20-10-2021","RVG  128886//26303","Somatuline AutoSolution 120 mg, oplossing voor injectie in een voorgevulde spuit"
"20-10-2021","RVG  128887//26303","Somatuline AutoSolution 120 mg, oplossing voor injectie in een voorgevulde spuit"
"20-10-2021","RVG  128885//26302","Somatuline AutoSolution 90 mg, oplossing voor injectie in een voorgevulde spuit"
"26-10-2021","RVG  126638","Sunitinib SUN 12,5 mg harde capsules"
"26-10-2021","RVG  126639","Sunitinib SUN 25 mg harde capsules"
"26-10-2021","RVG  126640","Sunitinib SUN 37,5 mg harde capsules"
"26-10-2021","RVG  126641","Sunitinib SUN 50 mg harde capsules"
"20-10-2021","RVG  128984//00027","Sustanon 250 mg/ml, oplossing voor injectie"
"21-10-2021","RVG  126594","Testogel 16,2 mg/g, gel voor transdermaal gebruik"
"18-10-2021","RVG  128908//07887","Ubretid 5 mg tabletten"
"25-10-2021","RVG  128707//26592","Xalacom 50 microgram/ml + 5 mg/ml oogdruppels, oplossing"
"20-10-2021","RVG  128956//120048","Zovirax Duo 50 mg/g en 10 mg/g, crème"
