"Datum","Registratienummer","Productnaam"
"05-04-2022","RVG  129790//118889","ACARIZAX 12 SQ-HDM, lyofilisaat voor oraal gebruik"
"06-04-2022","RVG  129570//102092","Adport 0,5 mg, capsules, hard"
"06-04-2022","RVG  129674//102094","Adport 1 mg, capsules, hard"
"04-04-2022","RVG  127858","Arpetran 100 mg oplosbare tabletten"
"29-03-2022","RVG  128408","Buprenorfine 1A Pharma 10 microgram/uur 7 dagen, pleister voor transdermaal gebruik"
"29-03-2022","RVG  128409","Buprenorfine 1A Pharma 15 microgram/uur 7 dagen, pleister voor transdermaal gebruik"
"29-03-2022","RVG  128410","Buprenorfine 1A Pharma 20 microgram/uur 7 dagen, pleister voor transdermaal gebruik"
"29-03-2022","RVG  128411","Buprenorfine 1A Pharma 25 microgram/uur 7 dagen, pleister voor transdermaal gebruik"
"29-03-2022","RVG  128412","Buprenorfine 1A Pharma 30 microgram/uur 7 dagen, pleister voor transdermaal gebruik"
"29-03-2022","RVG  128413","Buprenorfine 1A Pharma 40 microgram/uur 7 dagen, pleister voor transdermaal gebruik"
"29-03-2022","RVG  128406","Buprenorfine 1A Pharma 5 microgram/uur 7 dagen, pleister voor transdermaal gebruik"
"05-04-2022","RVG  129752//33660","COSOPT CONSERVEERMIDDELVRIJ, oogdruppels, oplossing in verpakking voor eenmalig gebruik 20 mg/ml + 5 mg/ml"
"04-04-2022","RVG  129049//30823","Crestor 5, filmomhulde tabletten 5 mg"
"05-04-2022","RVG  129367//00126","Deca-Durabolin 50 mg/ml, oplossing voor injectie"
"28-03-2022","RVG  126418","Deferasirox CF 900 mg, filmomhulde tabletten"
"04-04-2022","RVG  129314//14424","Flixonase 50 microgram per dosis, neusspray suspensie"
"28-03-2022","RVG  129264//21835","Flixotide 2000 Nebules, vernevelsuspensie 2,0 mg/2 ml"
"06-04-2022","RVG  129809//117951","Levetiracetam Eureco-Pharma 100 mg/ml, concentraat voor oplossing voor infusie"
"01-04-2022","RVG  127731","Magnence 243 mg poeder voor drank"
"31-03-2022","RVG  128516//06664","Methylprednisolon Eureco-Pharma poeder voor oplossing voor infusie, 1000 mg"
"31-03-2022","RVG  127976//06664","Methylprednisolon Eureco-Pharma poeder voor oplossing voor infusie, 500 mg"
"28-03-2022","RVG  129355//111965","Metoject PEN 15 mg=0,3 ml, oplossing voor injectie in een voorgevulde pen"
"28-03-2022","RVG  129396//33600","Mezavant 1200 mg, maagsapresistente tabletten met verlengde afgifte"
"28-03-2022","RVG  129397//33600","Mezavant 1200 mg, maagsapresistente tabletten met verlengde afgifte"
"04-04-2022","RVG  127576","Nitrofurantoïne 100 mg Focus Care, harde capsules"
"04-04-2022","RVG  127575","Nitrofurantoïne 50 mg Focus Care, harde capsules"
"01-04-2022","RVG  128123","Rosuvastatine/Ezetimibe Denk 10 mg/10 mg filmomhulde tabletten"
"01-04-2022","RVG  128124","Rosuvastatine/Ezetimibe Denk 20 mg/10 mg filmomhulde tabletten"
"01-04-2022","RVG  128125","Rosuvastatine/Ezetimibe Denk 40 mg/10 mg filmomhulde tabletten"
"01-04-2022","RVG  128122","Rosuvastatine/Ezetimibe Denk 5 mg/10 mg filmomhulde tabletten"
"04-04-2022","RVG  127854","Sapropterine DZ 100 mg oplosbare tabletten"
"31-03-2022","RVG  127850","Sapropterine Teva 100 mg, oplosbare tabletten"
"29-03-2022","RVG  129700//23529","Seretide Diskus 50/100 microgram/dosis, inhalatiepoeder, voorverdeeld"
"29-03-2022","RVG  129696//23530","Seretide Diskus 50/250 microgram/dosis, inhalatiepoeder, voorverdeeld"
"05-04-2022","RVG  129501//102601","Sumatriptan SUN 6 mg/0,5 ml oplossing voor injectie"
"31-03-2022","RVG  127709","Sunitinib Koanaa 12,5 mg harde capsules"
"31-03-2022","RVG  127710","Sunitinib Koanaa 25 mg harde capsules"
"31-03-2022","RVG  127711","Sunitinib Koanaa 37,5 mg harde capsules"
"31-03-2022","RVG  127712","Sunitinib Koanaa 50 mg harde capsules"
"30-03-2022","RVG  129635//00027","Sustanon 250 mg/ml, oplossing voor injectie"
"04-04-2022","RVG  129502//125890","Tavulus 18 microgram, inhalatiepoeder in harde capsules"
"04-04-2022","RVG  127955","Ticagrelor Aristo 60 mg, filmomhulde tabletten"
"04-04-2022","RVG  127956","Ticagrelor Aristo 90 mg, filmomhulde tabletten"
"29-03-2022","RVG  129423//120637","Yaldigo 1600 mg, tabletten met gereguleerde afgifte"
