"Datum","Registratienummer","Productnaam"
"16-09-2022","RVG  128337","Caspofungin Tillomed 50 mg Poeder voor concentraat voor oplossing voor infusie"
"16-09-2022","RVG  128341","Caspofungin Tillomed 70 mg Poeder voor concentraat voor oplossing voor infusie"
"21-09-2022","RVG  128577","Chloorhexidinedigluconaat 0,5% m/v in Alcohol 70% v/v Added Pharma, oplossing voor cutaan gebruik"
"15-09-2022","RVG  127592","Colchicine Strides 0,5 mg tabletten"
"21-09-2022","RVG  129953//122590","Daptomycine Eureco-Pharma 500 mg poeder voor oplossing voor injectie of infusie"
"21-09-2022","RVG  130256//118544","Decigatan 1,5 mg, tabletten"
"15-09-2022","RVG  126396","Fesoterodine Xiromed 4mg Tabletten met verlengde afgifte"
"15-09-2022","RVG  126397","Fesoterodine Xiromed 8mg Tabletten met verlengde afgifte"
"19-09-2022","RVG  128827","Fingolimod Sandoz 0,25 mg, harde capsules"
"13-09-2022","RVG  128367//18195","Flixotide Diskus 500 microgram/dosis-inhalatiepoeder, voorverdeeld"
"15-09-2022","RVG  127453","Meropenem Hikma 2000 mg poeder voor oplossing voor injectie of infusie"
"12-09-2022","RVG  127406","Nortriptyline Double-e Pharma 10 mg, filmomhulde tabletten"
"12-09-2022","RVG  127407","Nortriptyline Double-e Pharma 25 mg, filmomhulde tabletten"
"21-09-2022","RVG  129260//13760","Panzytrat 25.000, maagsapresistente capsules, hard"
"15-09-2022","RVG  126174","Pentamidinediisetionaat Tillomed 300 mg poeder voor oplossing voor injectie/infusie of poeder voor verneveloplossing"
"19-09-2022","RVG  127684","Rivaroxaban Amarox 10 mg, filmomhulde tabletten"
"19-09-2022","RVG  127685","Rivaroxaban Amarox 15 mg, filmomhulde tabletten"
"19-09-2022","RVG  127682","Rivaroxaban Amarox 2,5 mg, filmomhulde tabletten"
"19-09-2022","RVG  127686","Rivaroxaban Amarox 20 mg, filmomhulde tabletten"
"19-09-2022","RVG  129684//11469","Salofalk 4 g/60 g, klysma"
"21-09-2022","RVG  129020","Sufentanil Kalceks 5 microgram/ml oplossing voor injectie/infusie"
"21-09-2022","RVG  129021","Sufentanil Kalceks 50 microgram/ml oplossing voor injectie/infusie"
"12-09-2022","RVG  129539//00027","Sustanon 250 mg/ml, oplossing voor injectie"
"21-09-2022","RVG  128051","Voquily 1 mg/ml drank"
