"Datum","Registratienummer","Productnaam"
"10-02-2022","RVG  129313//118889","ACARIZAX 12 SQ-HDM, lyofilisaat voor oraal gebruik"
"15-02-2022","RVG  126642","Acetylsalicylzuur ratiopharm 500 mg, tabletten"
"08-02-2022","RVG  129256//121482","Alutard SQ Wespengif 100.000 SQ-E/ml, suspensie voor injectie"
"14-02-2022","RVG  129412//31633","Alvesco 160 Inhalator, aërosol, oplossing 160 microgram/dosis"
"10-02-2022","RVG  129318//13612","Betaserc 16, tabletten 16 mg"
"16-02-2022","RVG  127821","Cinacalcet Glenmark 30 mg filmomhulde tabletten"
"16-02-2022","RVG  127822","Cinacalcet Glenmark 60 mg filmomhulde tabletten"
"16-02-2022","RVG  127823","Cinacalcet Glenmark 90 mg filmomhulde tabletten"
"11-02-2022","RVG  127818","Cinacalcet Macleods 30 mg filmomhulde tabletten"
"11-02-2022","RVG  127819","Cinacalcet Macleods 60 mg filmomhulde tabletten"
"11-02-2022","RVG  127820","Cinacalcet Macleods 90 mg filmomhulde tabletten"
"14-02-2022","RVG  129287//22626","Colofort, poeder voor drank in sachet 74 g"
"08-02-2022","RVG  128520//120929","Creon 35.000 eenheden, harde maagsapresistente capsules"
"11-02-2022","RVG  129135//31668","Eligard 7,5 mg poeder en oplosmiddel voor oplossing voor injectie"
"07-02-2022","RVG  129275//25549","Femoston continu 1 mg/5 mg, filmomhulde tabletten"
"11-02-2022","RVG  127014","Fexofenadine HCL Amarox 120 mg, filmomhulde tabletten"
"11-02-2022","RVG  127015","Fexofenadine HCL Amarox 180 mg, filmomhulde tabletten"
"15-02-2022","RVG  128483//16213","Flixotide 125 Inhalator CFK-vrij, aërosol, suspensie 125 microgram/dosis"
"08-02-2022","RVG  129240//107242","Flutiform 125 microgram / 5 microgram / dosis aërosol, suspensie"
"08-02-2022","RVG  129246//107243","Flutiform 250 microgram / 10 microgram / dosis aërosol, suspensie"
"15-02-2022","RVG  129288//03186","Haldol 2 mg/ml, drank"
"08-02-2022","RVG  129414//03185","Haldol 5 mg/ml, oplossing voor injectie"
"16-02-2022","RVG  127080","Icatibant Fresenius 30 mg oplossing voor injectie in een voorgevulde spuit"
"11-02-2022","RVG  127077","Icatibant Xiromed 30 mg oplossing voor injectie in een voorgevulde spuit"
"15-02-2022","RVG  126966","Iloprost Eureco-Pharma 0,1 mg/ml, concentraat voor oplossing voor infusie"
"15-02-2022","RVG  129300//11605","Madopar 250 mg, tabletten"
"15-02-2022","RVG  129301//11605","Madopar 250 mg, tabletten"
"15-02-2022","RVG  129306//11605","Madopar 250 mg, tabletten"
"16-02-2022","RVG  129401//21818","Maxalt Smelt 10 mg, smelttabletten"
"10-02-2022","RVG  129451//17497","Neoral 100 mg/ml, drank"
"16-02-2022","RVG  129284//13103","Neotigason 10 mg, capsules"
"07-02-2022","RVG  129252//18051","Ostac 520, filmomhulde tabletten 520 mg"
"16-02-2022","RVG  126624","Pemetrexed Zentiva 10 mg/ml oplossing voor infusie"
"08-02-2022","RVG  129286//105712","Pentasa 1 g, tabletten met verlengde afgifte"
"14-02-2022","RVG  129395//103823","SAFLUTAN 15 microgram/ml oogdruppels, oplossing, verpakking voor eenmalig gebruik"
"16-02-2022","RVG  126678","Salmeterol/Fluticasonpropionaat Genetic 25 microgram/125 microgram/dosis aërosol, suspensie"
"16-02-2022","RVG  126679","Salmeterol/Fluticasonpropionaat Genetic 25 microgram/250 microgram/dosis aërosol, suspensie"
"16-02-2022","RVG  126677","Salmeterol/Fluticasonpropionaat Genetic 25 microgram/50 microgram/dosis aërosol, suspensie"
"08-02-2022","RVG  129490//23531","Seretide Diskus 50 microgram/500 microgram/dosis - inhalatiepoeder, voorverdeeld"
"15-02-2022","RVG  129274//20827","Seroquel 100 mg, filmomhulde tabletten"
"16-02-2022","RVG  129317//10036","Sirdalud 2 mg, tabletten"
"16-02-2022","RVG  129316//10037","Sirdalud 4 mg, tabletten"
"10-02-2022","RVG  129059//00027","Sustanon 250 mg/ml, oplossing voor injectie"
"10-02-2022","RVG  126980","Teicoplanine SUN 200 mg, poeder en oplosmiddel voor oplossing voor injectie/infusie of orale oplossing"
"10-02-2022","RVG  126983","Teicoplanine SUN 400 mg, poeder en oplosmiddel voor oplossing voor injectie/infusie of orale oplossing"
"11-02-2022","RVG  129290","Tetagam P 250 IE/ml, oplossing voor injectie in een voorgevulde spuit"
"14-02-2022","RVG  129388//25837","Topamax Sprinkle 25 mg, harde capsules"
"10-02-2022","RVG  129404//24751","Trileptal 300 mg, filmomhulde tabletten"
"10-02-2022","RVG  129407//24752","Trileptal 600 mg, filmomhulde tabletten"
"09-02-2022","RVG  129492//19922","Zofran 4 mg/5 ml, stroop"
"14-02-2022","RVG  129265//19922","Zofran stroop, stroop 4 mg/ 5 ml"
