"Datum","Registratienummer","Productnaam"
"26-04-2022","RVG  127087","Barnidipine HCl Sigillata 10 mg, harde capsules met gereguleerde afgifte"
"26-04-2022","RVG  127088","Barnidipine HCl Sigillata 20 mg, harde capsules met gereguleerde afgifte"
"26-04-2022","RVG  127091","Barnidipine HCl Teva Retard 10 mg, harde capsules met gereguleerde afgifte"
"26-04-2022","RVG  127093","Barnidipine HCl Teva Retard 10 mg, harde capsules met gereguleerde afgifte"
"26-04-2022","RVG  127092","Barnidipine HCl Teva Retard 20 mg, harde capsules met gereguleerde afgifte"
"26-04-2022","RVG  127094","Barnidipine HCl Teva Retard 20 mg, harde capsules met gereguleerde afgifte"
"03-05-2022","RVG  126621","Bendamustine Accord 25 mg/ml concentraat voor oplossing voor infusie"
"26-04-2022","RVG  126448","D-Cura 12.500 IE, harde capsules"
"26-04-2022","RVG  126447","D-Cura 5.600 IE, harde capsules"
"26-04-2022","RVG  127089","Ibusta 10 mg, harde capsules met gereguleerde afgifte"
"26-04-2022","RVG  127090","Ibusta 20 mg, harde capsules met gereguleerde afgifte"
"26-04-2022","RVG  127215","Meropenem Steriscience 1000 mg, poeder voor oplossing voor injectie of infusie"
"26-04-2022","RVG  127214","Meropenem Steriscience 500 mg, poeder voor oplossing voor injectie of infusie"
"28-04-2022","RVG  128080","Pirfenidon Teva 267 mg, filmomhulde tabletten"
"28-04-2022","RVG  128081","Pirfenidon Teva 801 mg, filmomhulde tabletten"
"03-05-2022","RVG  128261//110659","Rifaximine Medcor 550 mg filmomhulde tabletten"
"02-05-2022","RVG  126875","Rosuvastatine/ezetimibe Bausch Health Ireland Limited 10 mg/10 mg filmomhulde tabletten"
"02-05-2022","RVG  126876","Rosuvastatine/ezetimibe Bausch Health Ireland Limited 20 mg/10 mg filmomhulde tabletten"
"02-05-2022","RVG  126877","Rosuvastatine/ezetimibe Bausch Health Ireland Limited 40 mg/10 mg filmomhulde tabletten"
"02-05-2022","RVG  126874","Rosuvastatine/ezetimibe Bausch Health Ireland Limited 5 mg/10 mg filmomhulde tabletten"
"04-05-2022","RVG  129494//122004","Saflutan 15 microgram/ml oogdruppels, oplossing"
"26-04-2022","RVG  128137//11469","Salofalk 4 g/60 g, klysma"
"26-04-2022","RVG  128438","Sinupret extract 160 mg, omhulde tablet"
"04-05-2022","RVG  126794","Vitamine D3 IBSA 25.000 IE orodispergeerbare films"
"04-05-2022","RVG  126792","Vitamine D3 IBSA 25.000 IE zachte capsules"
"04-05-2022","RVG  126795","Vitamine D3 IBSA 50.000 IE orodispergeerbare films"
"04-05-2022","RVG  126793","Vitamine D3 IBSA 50.000 IE zachte capsules"
